"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"8:46:26.3660847 AM","ExploitBuilder.bat.exe","3688","RegCreateKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"8:46:26.3661254 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: Cached, SubKeys: 12, Values: 0"
"8:46:26.3661458 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: Cached, SubKeys: 12, Values: 0"
"8:46:26.3661670 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 0, Name: 18F7C1FCC3090203FD5BAA2F861A754976C8DD25"
"8:46:26.3661775 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Dired13b18a9#\eed618107e83c8fa126561e4d9473372\System.DirectoryServices.ni.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.3661900 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3662108 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\18F7C1FCC3090203FD5BAA2F861A754976C8DD25","SUCCESS","Desired Access: Read"
"8:46:26.3662346 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\18F7C1FCC3090203FD5BAA2F861A754976C8DD25\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3662580 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\18F7C1FCC3090203FD5BAA2F861A754976C8DD25\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3662655 AM","ExploitBuilder.bat.exe","3688","CreateFileMapping","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Dired13b18a9#\eed618107e83c8fa126561e4d9473372\System.DirectoryServices.ni.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"8:46:26.3662765 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\18F7C1FCC3090203FD5BAA2F861A754976C8DD25\Blob","SUCCESS","Type: REG_BINARY, Length: 924, Data: 19 00 00 00 01 00 00 00 10 00 00 00 E5 3D 34 CE"
"8:46:26.3663037 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\18F7C1FCC3090203FD5BAA2F861A754976C8DD25","SUCCESS",""
"8:46:26.3663743 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 1, Name: 22056A4D462E3D2BB2C32FBFB05B84C4659CF7FE"
"8:46:26.3663984 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3664086 AM","ExploitBuilder.bat.exe","3688","CreateFileMapping","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Dired13b18a9#\eed618107e83c8fa126561e4d9473372\System.DirectoryServices.ni.dll","SUCCESS","SyncType: SyncTypeOther"
"8:46:26.3664211 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\22056A4D462E3D2BB2C32FBFB05B84C4659CF7FE","SUCCESS","Desired Access: Read"
"8:46:26.3664460 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\22056A4D462E3D2BB2C32FBFB05B84C4659CF7FE\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3664653 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\22056A4D462E3D2BB2C32FBFB05B84C4659CF7FE\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3665109 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\22056A4D462E3D2BB2C32FBFB05B84C4659CF7FE\Blob","SUCCESS","Type: REG_BINARY, Length: 1,397, Data: 19 00 00 00 01 00 00 00 10 00 00 00 AD B0 23 C5"
"8:46:26.3665351 AM","ExploitBuilder.bat.exe","3688","Load Image","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Dired13b18a9#\eed618107e83c8fa126561e4d9473372\System.DirectoryServices.ni.dll","SUCCESS","Image Base: 0x7ff9edc00000, Image Size: 0x162000"
"8:46:26.3665389 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\22056A4D462E3D2BB2C32FBFB05B84C4659CF7FE","SUCCESS",""
"8:46:26.3666061 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 2, Name: 245C97DF7514E7CF2DF8BE72AE957B9E04741E85"
"8:46:26.3666133 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Dired13b18a9#\eed618107e83c8fa126561e4d9473372\System.DirectoryServices.ni.dll","SUCCESS",""
"8:46:26.3666325 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3666578 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\245C97DF7514E7CF2DF8BE72AE957B9E04741E85","SUCCESS","Desired Access: Read"
"8:46:26.3666805 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\245C97DF7514E7CF2DF8BE72AE957B9E04741E85\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3666994 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\245C97DF7514E7CF2DF8BE72AE957B9E04741E85\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3667167 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\245C97DF7514E7CF2DF8BE72AE957B9E04741E85\Blob","SUCCESS","Type: REG_BINARY, Length: 907, Data: 19 00 00 00 01 00 00 00 10 00 00 00 7F DF F5 07"
"8:46:26.3667383 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\245C97DF7514E7CF2DF8BE72AE957B9E04741E85","SUCCESS",""
"8:46:26.3667877 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 3, Name: 3B1EFD3A66EA28B16697394703A72CA340A05BD5"
"8:46:26.3668111 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3668387 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B1EFD3A66EA28B16697394703A72CA340A05BD5","SUCCESS","Desired Access: Read"
"8:46:26.3668632 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B1EFD3A66EA28B16697394703A72CA340A05BD5\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3668666 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Dired13b18a9#","SUCCESS",""
"8:46:26.3668836 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B1EFD3A66EA28B16697394703A72CA340A05BD5\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3669036 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B1EFD3A66EA28B16697394703A72CA340A05BD5\Blob","SUCCESS","Type: REG_BINARY, Length: 1,835, Data: 5C 00 00 00 01 00 00 00 04 00 00 00 00 10 00 00"
"8:46:26.3669255 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B1EFD3A66EA28B16697394703A72CA340A05BD5","SUCCESS",""
"8:46:26.3669674 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 4, Name: 3B75816D15A6D8F4598E9CF5603F1839EE84D73D"
"8:46:26.3669886 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3670214 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B75816D15A6D8F4598E9CF5603F1839EE84D73D","SUCCESS","Desired Access: Read"
"8:46:26.3670547 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B75816D15A6D8F4598E9CF5603F1839EE84D73D\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3670754 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B75816D15A6D8F4598E9CF5603F1839EE84D73D\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3670928 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B75816D15A6D8F4598E9CF5603F1839EE84D73D\Blob","SUCCESS","Type: REG_BINARY, Length: 1,480, Data: 19 00 00 00 01 00 00 00 10 00 00 00 A5 08 25 F0"
"8:46:26.3671207 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B75816D15A6D8F4598E9CF5603F1839EE84D73D","SUCCESS",""
"8:46:26.3671702 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 5, Name: 5BDEFE580A816661CDB57A57107BF4187486EFCC"
"8:46:26.3672015 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3672329 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\5BDEFE580A816661CDB57A57107BF4187486EFCC","SUCCESS","Desired Access: Read"
"8:46:26.3672582 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\5BDEFE580A816661CDB57A57107BF4187486EFCC\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3672774 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\5BDEFE580A816661CDB57A57107BF4187486EFCC\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3672956 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\5BDEFE580A816661CDB57A57107BF4187486EFCC\Blob","SUCCESS","Type: REG_BINARY, Length: 1,439, Data: 19 00 00 00 01 00 00 00 10 00 00 00 1F 24 A0 B3"
"8:46:26.3673197 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\5BDEFE580A816661CDB57A57107BF4187486EFCC","SUCCESS",""
"8:46:26.3673635 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 6, Name: 7F88CD7223F3C813818C994614A89C99FA3B5247"
"8:46:26.3673866 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3674398 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\Fusion\PublisherPolicy\Default","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"8:46:26.3674681 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Fusion\PublisherPolicy\Default\v4.0_policy.4.0.System.Numerics__b77a5c561934e089","NAME NOT FOUND","Desired Access: Read"
"8:46:26.3675010 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\Fusion\PublisherPolicy\Default","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"8:46:26.3675225 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Fusion\PublisherPolicy\Default\policy.4.0.System.Numerics__b77a5c561934e089","NAME NOT FOUND","Desired Access: Read"
"8:46:26.3676410 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\7F88CD7223F3C813818C994614A89C99FA3B5247","SUCCESS","Desired Access: Read"
"8:46:26.3676716 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\7F88CD7223F3C813818C994614A89C99FA3B5247\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3676928 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\7F88CD7223F3C813818C994614A89C99FA3B5247\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3677113 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\7F88CD7223F3C813818C994614A89C99FA3B5247\Blob","SUCCESS","Type: REG_BINARY, Length: 1,228, Data: 19 00 00 00 01 00 00 00 10 00 00 00 07 D3 4D ED"
"8:46:26.3677381 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\7F88CD7223F3C813818C994614A89C99FA3B5247","SUCCESS",""
"8:46:26.3677709 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.3677909 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 7, Name: 8F43288AD272F3103B6FB1428485EA3014C0BCFE"
"8:46:26.3678140 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3678287 AM","ExploitBuilder.bat.exe","3688","QueryDirectory","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\*","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: *, 2: ."
"8:46:26.3678370 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\8F43288AD272F3103B6FB1428485EA3014C0BCFE","SUCCESS","Desired Access: Read"
"8:46:26.3678608 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\8F43288AD272F3103B6FB1428485EA3014C0BCFE\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3678725 AM","ExploitBuilder.bat.exe","3688","QueryDirectory","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics","SUCCESS","FileInformationClass: FileBothDirectoryInformation, 1: .., 2: 42c76d65cf43b945b4d51f5ea3bd4154"
"8:46:26.3678910 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\8F43288AD272F3103B6FB1428485EA3014C0BCFE\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3679099 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\8F43288AD272F3103B6FB1428485EA3014C0BCFE\Blob","SUCCESS","Type: REG_BINARY, Length: 1,835, Data: 5C 00 00 00 01 00 00 00 04 00 00 00 00 10 00 00"
"8:46:26.3679337 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\8F43288AD272F3103B6FB1428485EA3014C0BCFE","SUCCESS",""
"8:46:26.3679771 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 8, Name: 92B46C76E13054E104F230517E6E504D43AB10B5"
"8:46:26.3679994 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3680224 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\92B46C76E13054E104F230517E6E504D43AB10B5","SUCCESS","Desired Access: Read"
"8:46:26.3680454 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\92B46C76E13054E104F230517E6E504D43AB10B5\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3680655 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\92B46C76E13054E104F230517E6E504D43AB10B5\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3680840 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\92B46C76E13054E104F230517E6E504D43AB10B5\Blob","SUCCESS","Type: REG_BINARY, Length: 1,255, Data: 09 00 00 00 01 00 00 00 0C 00 00 00 30 0A 06 08"
"8:46:26.3681089 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\92B46C76E13054E104F230517E6E504D43AB10B5","SUCCESS",""
"8:46:26.3681459 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.3681519 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 9, Name: A43489159A520F0D93D032CCAF37E7FE20A8B419"
"8:46:26.3681742 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3681874 AM","ExploitBuilder.bat.exe","3688","QueryBasicInformationFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll","SUCCESS","CreationTime: 3/25/2017 11:22:06 PM, LastAccessTime: 3/25/2017 11:22:06 PM, LastWriteTime: 3/25/2017 11:22:06 PM, ChangeTime: 3/25/2017 11:22:06 PM, FileAttributes: A"
"8:46:26.3681972 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\A43489159A520F0D93D032CCAF37E7FE20A8B419","SUCCESS","Desired Access: Read"
"8:46:26.3682146 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll","SUCCESS",""
"8:46:26.3682206 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\A43489159A520F0D93D032CCAF37E7FE20A8B419\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3682406 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\A43489159A520F0D93D032CCAF37E7FE20A8B419\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3682595 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\A43489159A520F0D93D032CCAF37E7FE20A8B419\Blob","SUCCESS","Type: REG_BINARY, Length: 1,266, Data: 19 00 00 00 01 00 00 00 10 00 00 00 3F C8 CB 0B"
"8:46:26.3682822 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\A43489159A520F0D93D032CCAF37E7FE20A8B419","SUCCESS",""
"8:46:26.3683207 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 10, Name: BE36A4562FB2EE05DBB3D32323ADF445084ED656"
"8:46:26.3683426 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3683656 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\BE36A4562FB2EE05DBB3D32323ADF445084ED656","SUCCESS","Desired Access: Read"
"8:46:26.3683894 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll.aux","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.3683902 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\BE36A4562FB2EE05DBB3D32323ADF445084ED656\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3684094 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\BE36A4562FB2EE05DBB3D32323ADF445084ED656\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3684276 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\BE36A4562FB2EE05DBB3D32323ADF445084ED656\Blob","SUCCESS","Type: REG_BINARY, Length: 935, Data: 5C 00 00 00 01 00 00 00 04 00 00 00 00 04 00 00"
"8:46:26.3684449 AM","ExploitBuilder.bat.exe","3688","QueryStandardInformationFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll.aux","SUCCESS","AllocationSize: 304, EndOfFile: 300, NumberOfLinks: 1, DeletePending: False, Directory: False"
"8:46:26.3684506 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\BE36A4562FB2EE05DBB3D32323ADF445084ED656","SUCCESS",""
"8:46:26.3684725 AM","ExploitBuilder.bat.exe","3688","ReadFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll.aux","SUCCESS","Offset: 0, Length: 300, Priority: Normal"
"8:46:26.3684883 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 11, Name: CDD4EEAE6000AC7F40C3802C171E30148030C072"
"8:46:26.3685102 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3685227 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll.aux","SUCCESS",""
"8:46:26.3685329 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\CDD4EEAE6000AC7F40C3802C171E30148030C072","SUCCESS","Desired Access: Read"
"8:46:26.3685574 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\CDD4EEAE6000AC7F40C3802C171E30148030C072\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3685744 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\CDD4EEAE6000AC7F40C3802C171E30148030C072\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3686031 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\CDD4EEAE6000AC7F40C3802C171E30148030C072\Blob","SUCCESS","Type: REG_BINARY, Length: 1,729, Data: 5C 00 00 00 01 00 00 00 04 00 00 00 00 10 00 00"
