"Time of Day","Process Name","PID","Operation","Path","Result","Detail","User","Authentication ID","Session","Virtualized"
"5:30:17.4861227 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Trust\CTLs","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4861404 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Trust","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4862057 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4862091 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFile","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\en-US\mscorrc.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4862239 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\Certificates","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4862439 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4862567 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4862722 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\Certificates","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4862869 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4863035 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\CRLs","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4863216 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4863360 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4863522 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\CRLs","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4863662 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4863821 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\CTLs","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4863994 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4864134 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4864300 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\CTLs","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4864572 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFile","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\en-US\mscorrc.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4864768 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4864938 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4865153 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4865316 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKCU\Software\Microsoft\SystemCertificates\Root\ProtectedRoots","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4865637 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKeySecurity","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\ProtectedRoots","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4865860 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\ProtectedRoots\Certificates","SUCCESS","Type: REG_BINARY, Length: 24, Data: 18 00 00 00 01 00 00 00 00 2A C1 05 B3 A5 D2 01","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4866045 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\ProtectedRoots\Certificates","SUCCESS","Type: REG_BINARY, Length: 24, Data: 18 00 00 00 01 00 00 00 00 2A C1 05 B3 A5 D2 01","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4866230 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKCU\SOFTWARE\Microsoft\SystemCertificates\Root\ProtectedRoots","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4866403 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKCU","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4867189 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4867377 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4867566 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: Cached, SubKeys: 12, Values: 0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4867713 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: Cached, SubKeys: 12, Values: 0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4867868 PM","ExploitBuilder - Copy.bat.exe","2232","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 0, Name: 18F7C1FCC3090203FD5BAA2F861A754976C8DD25","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4868042 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4868208 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\18F7C1FCC3090203FD5BAA2F861A754976C8DD25","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4868389 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\18F7C1FCC3090203FD5BAA2F861A754976C8DD25\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4868548 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\18F7C1FCC3090203FD5BAA2F861A754976C8DD25\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4868695 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\18F7C1FCC3090203FD5BAA2F861A754976C8DD25\Blob","SUCCESS","Type: REG_BINARY, Length: 924, Data: 19 00 00 00 01 00 00 00 10 00 00 00 E5 3D 34 CE","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4868876 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\18F7C1FCC3090203FD5BAA2F861A754976C8DD25","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4869095 PM","ExploitBuilder - Copy.bat.exe","2232","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 1, Name: 22056A4D462E3D2BB2C32FBFB05B84C4659CF7FE","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4869231 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4869397 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\22056A4D462E3D2BB2C32FBFB05B84C4659CF7FE","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4869579 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\22056A4D462E3D2BB2C32FBFB05B84C4659CF7FE\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4869722 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\22056A4D462E3D2BB2C32FBFB05B84C4659CF7FE\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4869873 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\22056A4D462E3D2BB2C32FBFB05B84C4659CF7FE\Blob","SUCCESS","Type: REG_BINARY, Length: 1,397, Data: 19 00 00 00 01 00 00 00 10 00 00 00 AD B0 23 C5","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4870036 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\22056A4D462E3D2BB2C32FBFB05B84C4659CF7FE","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4870224 PM","ExploitBuilder - Copy.bat.exe","2232","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 2, Name: 245C97DF7514E7CF2DF8BE72AE957B9E04741E85","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4870383 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4870542 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\245C97DF7514E7CF2DF8BE72AE957B9E04741E85","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4870734 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\245C97DF7514E7CF2DF8BE72AE957B9E04741E85\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4870904 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\245C97DF7514E7CF2DF8BE72AE957B9E04741E85\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4871059 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\245C97DF7514E7CF2DF8BE72AE957B9E04741E85\Blob","SUCCESS","Type: REG_BINARY, Length: 907, Data: 19 00 00 00 01 00 00 00 10 00 00 00 7F DF F5 07","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4871225 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\245C97DF7514E7CF2DF8BE72AE957B9E04741E85","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4871433 PM","ExploitBuilder - Copy.bat.exe","2232","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 3, Name: 3B1EFD3A66EA28B16697394703A72CA340A05BD5","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4871595 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4871765 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B1EFD3A66EA28B16697394703A72CA340A05BD5","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4871950 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B1EFD3A66EA28B16697394703A72CA340A05BD5\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4872086 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B1EFD3A66EA28B16697394703A72CA340A05BD5\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4872184 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFile","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\en-US\mscorrc.dll.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4872210 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B1EFD3A66EA28B16697394703A72CA340A05BD5\Blob","SUCCESS","Type: REG_BINARY, Length: 1,835, Data: 5C 00 00 00 01 00 00 00 04 00 00 00 00 10 00 00","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4872380 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B1EFD3A66EA28B16697394703A72CA340A05BD5","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4872573 PM","ExploitBuilder - Copy.bat.exe","2232","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 4, Name: 3B75816D15A6D8F4598E9CF5603F1839EE84D73D","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4872720 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4872875 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B75816D15A6D8F4598E9CF5603F1839EE84D73D","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4873064 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B75816D15A6D8F4598E9CF5603F1839EE84D73D\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4873215 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B75816D15A6D8F4598E9CF5603F1839EE84D73D\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4873355 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B75816D15A6D8F4598E9CF5603F1839EE84D73D\Blob","SUCCESS","Type: REG_BINARY, Length: 1,480, Data: 19 00 00 00 01 00 00 00 10 00 00 00 A5 08 25 F0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4873555 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\3B75816D15A6D8F4598E9CF5603F1839EE84D73D","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4873743 PM","ExploitBuilder - Copy.bat.exe","2232","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 5, Name: 5BDEFE580A816661CDB57A57107BF4187486EFCC","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4873898 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4874068 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\5BDEFE580A816661CDB57A57107BF4187486EFCC","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4874295 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\5BDEFE580A816661CDB57A57107BF4187486EFCC\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4874457 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\5BDEFE580A816661CDB57A57107BF4187486EFCC\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4874604 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\5BDEFE580A816661CDB57A57107BF4187486EFCC\Blob","SUCCESS","Type: REG_BINARY, Length: 1,439, Data: 19 00 00 00 01 00 00 00 10 00 00 00 1F 24 A0 B3","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4874763 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\5BDEFE580A816661CDB57A57107BF4187486EFCC","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4874933 PM","ExploitBuilder - Copy.bat.exe","2232","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 6, Name: 7F88CD7223F3C813818C994614A89C99FA3B5247","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4875084 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4875246 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\7F88CD7223F3C813818C994614A89C99FA3B5247","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4875435 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\7F88CD7223F3C813818C994614A89C99FA3B5247\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4875601 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\7F88CD7223F3C813818C994614A89C99FA3B5247\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4875748 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\7F88CD7223F3C813818C994614A89C99FA3B5247\Blob","SUCCESS","Type: REG_BINARY, Length: 1,228, Data: 19 00 00 00 01 00 00 00 10 00 00 00 07 D3 4D ED","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4875930 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\7F88CD7223F3C813818C994614A89C99FA3B5247","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4876118 PM","ExploitBuilder - Copy.bat.exe","2232","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 7, Name: 8F43288AD272F3103B6FB1428485EA3014C0BCFE","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4876251 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4876402 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\8F43288AD272F3103B6FB1428485EA3014C0BCFE","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4876564 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\8F43288AD272F3103B6FB1428485EA3014C0BCFE\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4876700 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\8F43288AD272F3103B6FB1428485EA3014C0BCFE\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4876843 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\8F43288AD272F3103B6FB1428485EA3014C0BCFE\Blob","SUCCESS","Type: REG_BINARY, Length: 1,835, Data: 5C 00 00 00 01 00 00 00 04 00 00 00 00 10 00 00","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4877010 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\8F43288AD272F3103B6FB1428485EA3014C0BCFE","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4877206 PM","ExploitBuilder - Copy.bat.exe","2232","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Index: 8, Name: 92B46C76E13054E104F230517E6E504D43AB10B5","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4877357 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4877531 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\92B46C76E13054E104F230517E6E504D43AB10B5","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.4877716 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\92B46C76E13054E104F230517E6E504D43AB10B5\Blob","BUFFER OVERFLOW","Length: 144","TEST-WIN\vagrant","00000000:000210a6","1","False"
